,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
50659,108364,15540360997393,May,CA,3106.945,1423.07,40,44,1,,54,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,35.57675,3.571692334614245
50660,108365,15540360997393,May,CA,3284.9661,1200.0,40,44,1,,54,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,30.0,3.4011973816621555
50661,108369,24090360975798,May,CA,4143.2724,1307.69,50,44,1,,27,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,26.1538,3.263994495441231
50860,108770,237076219800872,May,CO,1838.4338,1779.0,40,44,1,,61,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,44.475,3.794927233551899
50872,108790,340981067607079,May,CO,1739.1531,923.07,50,44,1,,33,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,18.4614,2.9156820658523297
50914,108872,925028918079600,May,CO,1946.0513,692.3,50,44,1,,27,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,13.845999999999998,2.6279963822558337
50946,108936,103102310108528,May,CO,1892.4418,1269.0,40,44,1,,51,1,1,1,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,31.725,3.4571050136004513
51035,109089,954068936039850,May,CO,2125.1718,669.0,40,44,1,,53,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,16.725,2.816904606014292
51053,109131,75983103013996,May,CT,1268.4224,1889.2,40,44,1,,35,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,47.230000000000004,3.855029283908026
51067,109164,300907962907986,May,CT,1273.9837,1250.0,36,44,1,,41,2,1,3,8,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,34.72222222222222,3.5473798918402366
51077,109185,603709070899629,May,CT,1291.0812,1596.15,40,44,1,,55,1,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,39.90375,3.686470304441914
51099,109229,959409570477007,May,CT,1839.6332,250.0,40,44,1,,24,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,6.25,1.8325814637483102
51280,109596,919499430619003,May,CT,1127.8669,1153.0,45,44,1,,50,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,25.622222222222224,3.2434600304987393
51287,109606,999810245680970,May,CT,990.5479,900.0,36,44,1,,57,2,1,2,10,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,25.0,3.2188758248682006
51345,109748,460901068213859,May,DE,392.6919,1634.0,40,44,1,,53,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,40.85,3.709906821306012
51477,110054,771060905139890,May,DE,416.821,2193.0,45,44,1,2.0,56,2,1,0,0,"Native, Born Abroad Of US Parent(s)",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,48.733333333333334,3.8863632586475685
51540,110174,129180597600971,May,DC,260.4802,1076.92,40,44,1,,31,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,26.923000000000002,3.292980939874984
51563,110207,177179689100850,May,DC,244.608,600.0,20,44,1,,43,2,1,3,8,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,30.0,3.4011973816621555
51693,110426,710107830465765,May,DC,376.488,1126.15,40,46,1,,54,1,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,0,28.153750000000002,3.337680560633451
51938,110968,196903100013206,May,FL,3340.0768,961.53,40,44,1,1.0,42,2,1,2,3,"Foreign Born, Not a US Citizen",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,24.038249999999998,3.179646311676199
52103,111395,607001001108852,May,FL,3625.2068,769.23,40,44,1,,61,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,19.23075,2.9565105604002095
52172,111562,31036063001803,May,GA,3955.2657,1923.0,40,44,11,,35,2,1,1,4,"Native, Born Abroad Of US Parent(s)",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,48.075,3.8727622914748436
52182,111580,53043244170890,May,GA,3825.5965,1846.15,40,44,2,,45,2,6,1,3,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,46.15375,3.8319782144191064
52283,111754,773969730929106,May,GA,3524.3392,826.92,40,44,2,,38,1,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,20.673,3.0288285010431806
52481,112221,194993203002551,May,HI,522.8964,865.0,50,44,1,,49,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,17.3,2.8507065015037334
52598,112499,231106740600140,May,ID,1088.4897,1153.84,50,44,1,,43,1,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,23.0768,3.1388277838471086
52599,112500,231106740600140,May,ID,1085.0346,1153.84,50,44,1,,43,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,23.0768,3.1388277838471086
52749,112850,777249330349107,May,IL,3336.2015,1625.0,40,44,1,,48,2,7,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,40.625,3.7043836406499016
52759,112866,803908351698877,May,IL,2958.3954,1625.0,40,44,1,,38,2,1,1,1,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,40.625,3.7043836406499016
52857,113046,300970099313799,May,IL,3075.3007,865.38,60,44,1,,30,2,1,2,5,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,14.423,2.6688241546013733
52919,113163,710709877669510,May,IL,3242.4969,1923.07,60,44,1,,46,2,1,2,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,32.05116666666667,3.46733358416022
53160,113731,430983096513949,May,IN,2674.3408,1153.84,40,44,1,,60,1,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,28.845999999999997,3.3619713351613183
53194,113797,999008981179700,May,IN,3110.2498,1250.0,40,44,1,,54,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,31.25,3.4420193761824107
53376,114139,955049909139110,May,IA,1088.0119,1153.84,40,44,1,,43,2,1,2,8,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
53439,114262,391700063908896,May,IA,1124.6409,1500.0,50,44,1,,62,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,No,Yes,Employed-At Work,1,30.0,3.4011973816621555
53622,114591,720001057499118,May,KS,1417.4866,1000.0,40,44,1,,38,2,1,2,8,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,25.0,3.2188758248682006
53705,114739,110917096127199,May,KY,2156.5488,1038.46,40,44,1,,40,2,1,2,8,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,25.9615,3.2566146713684687
53721,114775,270915076427499,May,KY,2044.1081,1846.15,40,44,1,,56,1,5,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,46.15375,3.8319782144191064
53799,114924,261953905006159,May,KY,1951.5461,2884.61,40,44,1,,54,1,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,72.11525,4.27826553371462
53849,115037,107104512102371,May,KY,2279.5243,1153.84,40,44,1,,32,2,1,2,5,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,28.845999999999997,3.3619713351613183
53861,115062,913011942239750,May,KY,2239.353,1038.46,40,44,1,,55,2,5,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,25.9615,3.2566146713684687
53892,115119,580927095123639,May,LA,4326.6054,775.0,35,44,1,,53,2,1,1,4,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,22.142857142857142,3.0975149678639333
53896,115128,730928090623749,May,LA,3300.8996,865.38,35,44,2,,41,2,7,1,2,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,24.725142857142856,3.2078206553340602
54074,115582,171290309300670,May,ME,531.3875,484.0,22,44,1,,56,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,22.0,3.091042453358316
54116,115666,655003955239560,May,ME,615.037,884.61,50,44,1,,54,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,17.6922,2.8731238644866113
54194,115832,934649170887208,May,MD,1916.5046,1179.48,60,44,2,,42,2,1,4,10,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,19.658,2.9784843801444376
54239,115910,85412340796997,May,MD,1583.603,1500.0,40,44,1,,47,2,3,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,37.5,3.624340932976365
54353,116129,530943095423439,May,MD,1572.0331,1153.84,40,44,1,,63,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,28.845999999999997,3.3619713351613183
54390,116200,720407960492380,May,MD,1542.637,291.66,20,44,1,,55,2,1,2,10,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-Absent,1,14.583000000000002,2.679856466731428
54547,116522,43182350978599,May,MA,3106.0181,961.0,48,44,1,,31,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,20.020833333333332,2.9967733980624014
54589,116585,293923107054518,May,MA,3191.392,2153.0,40,44,1,,47,1,1,1,3,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,53.825,3.985738043250427
54602,116610,320500077619113,May,MA,2846.851,1240.0,40,44,1,,48,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,31.0,3.4339872044851463
54643,116692,640457098227719,May,MA,3032.0607,1538.46,40,44,1,,40,1,1,2,5,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,38.4615,3.649657740960155
54708,116821,599130524710972,May,MA,3149.254,225.0,30,44,1,,41,1,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,7.5,2.0149030205422647
54844,117108,320164001923890,May,MI,3025.9817,807.69,40,44,1,,31,2,1,1,1,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,20.19225,3.005298867423203
55042,117542,371291059700651,May,MN,2046.2772,1346.0,40,44,1,,33,1,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,33.65,3.5160130560907366
55132,117695,203703252894767,May,MN,1607.7791,2166.66,50,44,1,,38,2,1,2,8,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,43.3332,3.768919084859662
55338,118069,720700040459318,May,MN,1721.0984,961.0,40,44,1,,33,2,1,2,9,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,24.025,3.1790949548563563
55380,118127,899780990030972,May,MS,2433.9128,650.57,40,44,1,,34,2,1,2,5,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,16.26425,2.7889694475802633
55497,118436,35512390993992,May,MO,2253.3835,711.53,55,44,1,,38,2,1,3,6,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,12.93690909090909,2.560084395849862
55604,118641,999699530339208,May,MO,2253.3835,1153.84,40,44,1,,38,2,1,2,8,"Native, Born In US",4,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
55822,119127,304067507054181,May,NE,874.1398,738.46,40,44,1,,41,2,1,3,10,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,18.4615,2.9156874825449512
55956,119419,737393689100819,May,NE,798.3213,1538.46,40,44,1,,59,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,38.4615,3.649657740960155
56078,119678,36309130200190,May,NV,2006.3357,692.3,40,44,1,,29,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,17.307499999999997,2.8511399335700434
56094,119730,470378689200870,May,NV,1683.7711,576.92,20,44,1,,42,2,1,2,8,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,28.845999999999997,3.3619713351613183
56153,119866,399500252510733,May,NH,528.8169,1384.61,50,44,1,,53,1,1,2,3,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,0,27.6922,3.3211507850921684
56166,119883,650731070533229,May,NH,463.2198,961.0,40,44,1,8.0,52,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,24.025,3.1790949548563563
56230,120015,399980910530633,May,NH,477.91,1538.0,40,44,1,,56,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,38.45,3.649358695951653
56372,120269,766063722379950,May,NH,486.2802,1619.04,50,44,1,,56,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,32.3808,3.477565654553304
56460,120452,391907604094488,May,NJ,3535.2408,961.53,40,44,1,,53,2,7,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,24.038249999999998,3.179646311676199
56568,120669,928034755339450,May,NJ,3535.2408,1475.0,40,44,1,,53,2,1,1,4,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,36.875,3.607533814659984
56599,120737,984549130449305,May,NJ,3163.9862,673.0,40,44,1,,64,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.825,2.8228658755307916
56648,120841,965439030559307,May,NM,1480.6836,769.23,40,44,1,8.0,40,2,1,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,19.23075,2.9565105604002095
56889,121377,730609900828205,May,NY,3444.293,2884.61,40,44,1,,31,1,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,0,72.11525,4.27826553371462
56978,121560,12313360979894,May,NY,2833.47,1153.84,40,44,1,,40,2,1,2,3,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
57021,121669,330609906877584,May,NY,3171.6968,1921.15,40,44,1,,33,2,7,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,48.02875,3.8717997899372754
57037,121709,393947802074688,May,NY,3425.9346,1019.23,35,44,1,,33,1,7,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,29.120857142857144,3.371454657746152
57041,121716,393987108059685,May,NY,3074.5817,1923.07,40,44,1,,44,1,1,3,10,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,48.07675,3.872798692268385
57042,121717,393987108059685,May,NY,2978.4312,1269.23,40,44,1,,41,2,1,3,10,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.73075,3.457286242252409
57094,121864,766029530539303,May,NY,3464.8915,657.69,38,44,1,,46,2,1,2,4,"Native, Born In US",2,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,17.30763157894737,2.851147535964798
57112,121908,925026918339600,May,NY,3227.9255,2500.0,45,44,1,3.0,45,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,55.55555555555556,4.017383521085972
57136,121959,979016994379240,May,NY,3843.1684,576.92,40,44,1,,51,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,14.422999999999998,2.668824154601373
